Customer ID,Age,Gender,Location,Category,Frequency of Purchases,Subscription Status,Payment Method,Purchase Amount (USD),Previous Purchases,Review Rating,Promo Code Used,Discount Applied,Season,Age Group,Segment,Value Score
2129,62,Male,New Mexico,Outerwear,Weekly,No,PayPal,47,21,2.7,No,No,Fall,55+,Loyal — No Deals,41.88239795918368
2130,40,Male,Minnesota,Clothing,Quarterly,No,PayPal,57,12,2.8,No,No,Fall,36-45,Low Engagement,25.097193877551017
2131,25,Male,Arizona,Accessories,Annually,No,Credit Card,68,33,3.7,No,No,Summer,18-25,Loyal — No Deals,41.79183673469388
2132,19,Male,Montana,Clothing,Bi-Weekly,No,Bank Transfer,52,9,3.6,No,No,Fall,18-25,Low Engagement,36.49795918367347
2133,25,Male,Vermont,Clothing,Weekly,No,Debit Card,87,15,4.7,No,No,Fall,18-25,Loyal — No Deals,62.70892857142857
2134,21,Male,Maine,Accessories,Annually,No,Bank Transfer,34,13,3.8,No,No,Summer,18-25,Low Engagement,19.521938775510204
2135,55,Male,Virginia,Footwear,Bi-Weekly,No,Credit Card,41,35,2.9,No,No,Winter,46-55,Loyal — No Deals,44.77882653061224
2136,34,Male,California,Accessories,Quarterly,No,Debit Card,94,1,4.6,No,No,Winter,26-35,Low Engagement,40.724999999999994
2137,47,Male,New York,Accessories,Bi-Weekly,No,Bank Transfer,93,25,2.8,No,No,Summer,46-55,Loyal — No Deals,54.30637755102041
2138,27,Male,Indiana,Clothing,Quarterly,No,Credit Card,51,20,4.6,No,No,Winter,26-35,Loyal — No Deals,38.92015306122448
2139,67,Male,Mississippi,Clothing,Quarterly,No,Venmo,42,36,2.8,No,No,Fall,55+,Loyal — No Deals,35.10357142857143
2140,40,Male,New York,Footwear,Weekly,No,Cash,95,33,3.0,No,No,Winter,36-45,Loyal — No Deals,66.02933673469387
2141,53,Male,New Mexico,Accessories,Bi-Weekly,No,Cash,90,36,3.7,No,No,Fall,46-55,Loyal — No Deals,65.50357142857143
2142,24,Male,Kentucky,Clothing,Annually,No,PayPal,98,32,4.1,No,No,Winter,18-25,Loyal — No Deals,52.95459183673469
2143,47,Male,North Dakota,Accessories,Quarterly,No,Venmo,39,21,4.3,No,No,Winter,46-55,Loyal — No Deals,33.98239795918367
2144,53,Male,Arkansas,Footwear,Bi-Weekly,No,Venmo,66,48,3.8,No,No,Fall,46-55,Loyal — No Deals,65.95051020408164
2145,47,Male,Maryland,Footwear,Quarterly,No,PayPal,23,25,3.7,No,No,Winter,46-55,Loyal — No Deals,27.831377551020413
2146,38,Male,Connecticut,Clothing,Annually,No,PayPal,73,32,4.8,No,No,Winter,36-45,Loyal — No Deals,49.342091836734696
2147,48,Male,Utah,Accessories,Quarterly,No,PayPal,23,45,4.6,No,No,Summer,46-55,Loyal — No Deals,45.476275510204076
2148,47,Male,Missouri,Clothing,Bi-Weekly,No,Cash,43,4,4.8,No,No,Fall,46-55,Low Engagement,37.82423469387755
2149,19,Male,Nebraska,Clothing,Bi-Weekly,No,PayPal,45,19,4.6,No,No,Winter,18-25,Loyal — No Deals,46.432908163265296
2150,38,Male,Hawaii,Footwear,Weekly,No,Bank Transfer,21,1,4.0,No,No,Winter,36-45,Low Engagement,29.3125
2151,57,Male,Illinois,Clothing,Weekly,No,Cash,40,12,2.6,No,No,Spring,55+,Low Engagement,33.584693877551025
2152,70,Male,Vermont,Clothing,Monthly,No,Venmo,58,18,2.6,No,No,Fall,55+,Loyal — No Deals,32.88316326530612
2153,38,Male,New Jersey,Clothing,Bi-Weekly,No,Bank Transfer,48,43,4.5,No,No,Summer,36-45,Loyal — No Deals,61.464285714285715
2154,35,Male,Kentucky,Clothing,Annually,No,PayPal,94,31,4.2,No,No,Fall,26-35,Loyal — No Deals,51.692346938775515
2155,46,Male,Wyoming,Accessories,Quarterly,No,Cash,74,33,3.4,No,No,Spring,46-55,Loyal — No Deals,46.86683673469387
2156,32,Male,Hawaii,Accessories,Monthly,No,PayPal,51,46,3.7,No,No,Fall,26-35,Loyal — No Deals,54.438520408163264
2157,38,Male,Missouri,Clothing,Bi-Weekly,No,Debit Card,83,41,3.6,No,No,Winter,36-45,Loyal — No Deals,65.77729591836736
2158,41,Male,Mississippi,Accessories,Bi-Weekly,No,Venmo,68,41,4.0,No,No,Winter,36-45,Loyal — No Deals,63.48979591836735
2159,19,Male,Massachusetts,Accessories,Bi-Weekly,No,Bank Transfer,84,9,4.6,No,No,Spring,18-25,Low Engagement,52.49795918367346
2160,18,Male,Louisiana,Clothing,Annually,No,Cash,58,34,3.0,No,No,Fall,,Loyal — No Deals,35.079081632653065
2161,45,Male,West Virginia,Clothing,Annually,No,PayPal,92,21,3.3,No,No,Winter,36-45,Loyal — No Deals,39.54489795918367
2162,23,Male,Washington,Clothing,Bi-Weekly,No,Debit Card,69,5,3.8,No,No,Summer,18-25,Low Engagement,40.56147959183673
2163,60,Male,Oregon,Clothing,Weekly,No,PayPal,48,32,2.7,No,No,Summer,55+,Loyal — No Deals,48.929591836734694
2164,52,Male,New York,Footwear,Monthly,No,Bank Transfer,60,44,4.5,No,No,Spring,46-55,Loyal — No Deals,60.826530612244895
2165,42,Male,Iowa,Footwear,Bi-Weekly,No,PayPal,20,46,4.8,No,No,Winter,36-45,Loyal — No Deals,56.35102040816326
2166,29,Male,Idaho,Clothing,Quarterly,No,Credit Card,55,42,4.2,No,No,Summer,26-35,Loyal — No Deals,51.23954081632653
2167,31,Male,New Jersey,Outerwear,Bi-Weekly,No,Credit Card,88,50,3.5,No,No,Spring,26-35,Loyal — No Deals,72.25
2168,30,Male,Ohio,Clothing,Bi-Weekly,No,Venmo,48,33,4.9,No,No,Winter,26-35,Loyal — No Deals,57.74183673469388
2169,23,Male,Connecticut,Accessories,Quarterly,No,Cash,74,32,4.1,No,No,Spring,18-25,Loyal — No Deals,50.45459183673469
2170,31,Male,Florida,Outerwear,Bi-Weekly,No,Bank Transfer,42,32,2.9,No,No,Fall,26-35,Loyal — No Deals,43.25459183673469
2171,40,Male,South Carolina,Clothing,Quarterly,No,Venmo,32,37,4.0,No,No,Fall,36-45,Loyal — No Deals,39.79081632653061
2172,39,Male,Missouri,Clothing,Bi-Weekly,No,Cash,98,9,4.6,No,No,Summer,36-45,Low Engagement,56.87295918367347
2173,28,Male,Rhode Island,Clothing,Bi-Weekly,No,PayPal,89,6,2.8,No,No,Fall,26-35,Low Engagement,41.423724489795916
2174,23,Male,Delaware,Accessories,Quarterly,No,Venmo,97,36,5.0,No,No,Summer,18-25,Loyal — No Deals,65.49107142857143
2175,42,Male,Colorado,Accessories,Annually,No,Cash,49,1,2.9,No,No,Spring,36-45,Low Engagement,11.4625
2176,68,Male,Nebraska,Clothing,Bi-Weekly,No,Credit Card,50,48,3.3,No,No,Spring,55+,Loyal — No Deals,57.950510204081624
2177,24,Male,Vermont,Accessories,Quarterly,No,Debit Card,91,44,3.4,No,No,Winter,18-25,Loyal — No Deals,58.91403061224489
2178,24,Male,Montana,Accessories,Bi-Weekly,No,PayPal,93,9,3.0,No,No,Winter,18-25,Low Engagement,45.71045918367347
2179,21,Male,Florida,Accessories,Annually,No,Venmo,98,32,4.7,No,No,Summer,18-25,Loyal — No Deals,56.5545918367347
2180,49,Male,Delaware,Clothing,Monthly,No,PayPal,82,14,2.9,No,No,Fall,46-55,Low Engagement,39.73418367346939
2181,41,Male,Connecticut,Outerwear,Quarterly,No,Cash,37,43,4.1,No,No,Summer,36-45,Loyal — No Deals,45.6267857142857
2182,22,Male,Hawaii,Accessories,Bi-Weekly,No,Bank Transfer,63,32,3.2,No,No,Fall,18-25,Loyal — No Deals,51.617091836734694
2183,42,Male,New Mexico,Clothing,Bi-Weekly,No,Venmo,99,26,2.7,No,No,Winter,36-45,Loyal — No Deals,56.193622448979596
2184,30,Male,Kansas,Clothing,Monthly,No,Cash,37,2,4.7,No,No,Spring,26-35,Low Engagement,29.124744897959186
2185,38,Male,Nevada,Footwear,Quarterly,No,PayPal,34,16,3.2,No,No,Spring,36-45,Loyal — No Deals,22.75867346938776
2186,40,Male,North Carolina,Clothing,Quarterly,No,Debit Card,32,50,2.5,No,No,Winter,36-45,Loyal — No Deals,38.75
2187,55,Male,New Mexico,Footwear,Quarterly,No,PayPal,23,6,4.3,No,No,Winter,46-55,Low Engagement,19.798724489795916
2188,37,Male,Idaho,Clothing,Annually,No,PayPal,78,20,4.4,No,No,Spring,36-45,Loyal — No Deals,41.157653061224494
2189,41,Male,California,Outerwear,Weekly,No,Credit Card,54,9,4.7,No,No,Winter,36-45,Low Engagement,48.722959183673474
2190,38,Male,Wisconsin,Clothing,Bi-Weekly,No,Credit Card,94,47,4.0,No,No,Fall,36-45,Loyal — No Deals,75.28826530612244
2191,42,Male,Alaska,Accessories,Annually,No,Credit Card,75,33,4.6,No,No,Spring,36-45,Loyal — No Deals,49.379336734693865
2192,26,Male,Pennsylvania,Clothing,Bi-Weekly,No,Cash,69,46,3.8,No,No,Summer,26-35,Loyal — No Deals,65.66352040816327
2193,41,Male,Virginia,Accessories,Monthly,No,Credit Card,35,9,3.2,No,No,Winter,36-45,Low Engagement,23.78545918367347
2194,27,Male,California,Clothing,Monthly,No,PayPal,78,8,5.0,No,No,Spring,26-35,Low Engagement,47.41071428571429
2195,61,Male,Kentucky,Clothing,Quarterly,No,Bank Transfer,29,48,3.5,No,No,Summer,55+,Loyal — No Deals,42.58801020408163
2196,58,Male,New York,Clothing,Monthly,No,Cash,62,2,3.7,No,No,Fall,55+,Low Engagement,30.937244897959186
2197,25,Male,Vermont,Clothing,Weekly,No,PayPal,58,31,4.8,No,No,Spring,18-25,Loyal — No Deals,64.04234693877551
2198,33,Male,Pennsylvania,Footwear,Monthly,No,Venmo,88,40,3.7,No,No,Summer,26-35,Loyal — No Deals,62.327551020408166
2199,57,Male,New York,Accessories,Monthly,No,Venmo,80,35,3.5,No,No,Summer,55+,Loyal — No Deals,55.566326530612244
2200,39,Male,North Carolina,Accessories,Monthly,No,Debit Card,47,40,4.9,No,No,Summer,36-45,Loyal — No Deals,56.71505102040817
2201,60,Male,Wyoming,Accessories,Quarterly,No,Debit Card,51,27,4.7,No,No,Summer,55+,Loyal — No Deals,43.805867346938776
2202,39,Male,Ohio,Clothing,Annually,No,Venmo,25,10,4.9,No,No,Spring,36-45,Low Engagement,21.472704081632656
2203,42,Male,Alabama,Clothing,Weekly,No,Credit Card,36,23,4.3,No,No,Summer,36-45,Loyal — No Deals,49.26938775510204
2204,53,Male,Rhode Island,Clothing,Quarterly,No,Cash,79,32,3.1,No,No,Winter,46-55,Loyal — No Deals,46.01709183673469
2205,20,Male,Oregon,Clothing,Monthly,No,Debit Card,41,6,3.4,No,No,Winter,18-25,Low Engagement,25.02372448979592
2206,46,Male,North Dakota,Clothing,Weekly,No,PayPal,68,27,2.7,No,No,Fall,46-55,Loyal — No Deals,52.118367346938776
2207,46,Male,Illinois,Footwear,Bi-Weekly,No,Bank Transfer,51,25,2.6,No,No,Spring,46-55,Loyal — No Deals,39.98137755102041
2208,69,Male,New Mexico,Accessories,Annually,No,Credit Card,38,11,2.9,No,No,Fall,55+,Low Engagement,14.147448979591836
2209,28,Male,Colorado,Accessories,Monthly,No,PayPal,46,23,2.7,No,No,Summer,26-35,Loyal — No Deals,32.79438775510204
2210,42,Male,Utah,Footwear,Quarterly,No,Bank Transfer,20,44,4.5,No,No,Summer,36-45,Loyal — No Deals,43.326530612244895
2211,30,Male,Virginia,Accessories,Bi-Weekly,No,PayPal,25,35,3.1,No,No,Summer,26-35,Loyal — No Deals,40.978826530612245
2212,50,Male,Maine,Clothing,Quarterly,No,Debit Card,89,45,3.2,No,No,Winter,46-55,Loyal — No Deals,57.701275510204084
2213,59,Male,Nebraska,Clothing,Quarterly,No,Bank Transfer,77,22,3.3,No,No,Winter,55+,Loyal — No Deals,40.46964285714286
2214,54,Male,Hawaii,Accessories,Quarterly,No,Debit Card,94,18,2.9,No,No,Fall,46-55,Loyal — No Deals,40.93316326530612
2215,50,Male,Idaho,Accessories,Weekly,No,Debit Card,100,20,4.1,No,No,Fall,46-55,Loyal — No Deals,66.23265306122448
2216,25,Male,West Virginia,Footwear,Bi-Weekly,No,Credit Card,96,28,2.7,No,No,Winter,18-25,Loyal — No Deals,56.48061224489797
2217,41,Male,Vermont,Clothing,Bi-Weekly,No,Venmo,36,15,4.0,No,No,Winter,36-45,Loyal — No Deals,37.57142857142857
2218,35,Male,Indiana,Accessories,Bi-Weekly,No,Bank Transfer,27,42,2.6,No,No,Fall,26-35,Loyal — No Deals,42.88954081632653
2219,67,Male,Idaho,Accessories,Quarterly,No,Debit Card,67,20,3.5,No,No,Winter,55+,Loyal — No Deals,37.32015306122449
2220,33,Male,Minnesota,Clothing,Bi-Weekly,No,Bank Transfer,91,16,2.8,No,No,Fall,26-35,Loyal — No Deals,48.17117346938775
2221,19,Male,Wyoming,Accessories,Annually,No,Cash,62,47,4.5,No,No,Fall,18-25,Loyal — No Deals,53.28826530612245
2222,25,Male,Kansas,Clothing,Annually,No,Credit Card,88,34,3.0,No,No,Fall,18-25,Loyal — No Deals,44.454081632653065
2223,32,Male,Georgia,Clothing,Weekly,No,Credit Card,66,30,4.4,No,No,Summer,26-35,Loyal — No Deals,63.53010204081633
2224,30,Male,Kansas,Footwear,Quarterly,No,PayPal,65,5,4.7,No,No,Fall,26-35,Low Engagement,34.711479591836735
2225,18,Male,Nebraska,Accessories,Quarterly,No,Cash,25,38,4.3,No,No,Winter,,Loyal — No Deals,40.015561224489794
2226,38,Male,Washington,Accessories,Annually,No,Credit Card,64,18,4.8,No,No,Spring,36-45,Loyal — No Deals,37.95816326530612
2227,22,Male,Missouri,Clothing,Annually,No,Cash,72,28,4.8,No,No,Spring,18-25,Loyal — No Deals,46.58061224489796
2228,40,Male,Washington,Accessories,Bi-Weekly,No,Credit Card,74,42,4.4,No,No,Summer,36-45,Loyal — No Deals,68.37704081632653
2229,54,Male,Kansas,Accessories,Weekly,No,Credit Card,50,5,3.7,No,No,Fall,46-55,Low Engagement,39.023979591836735
2230,70,Male,Minnesota,Clothing,Monthly,No,Venmo,97,50,3.9,No,No,Fall,55+,Loyal — No Deals,72.4625
2231,52,Male,Colorado,Footwear,Bi-Weekly,No,Venmo,36,33,3.8,No,No,Spring,46-55,Loyal — No Deals,47.39183673469387
2232,34,Male,Utah,Outerwear,Weekly,No,Credit Card,49,1,4.1,No,No,Fall,26-35,Low Engagement,38.662499999999994
2233,65,Male,North Carolina,Footwear,Bi-Weekly,No,Cash,64,14,4.0,No,No,Spring,55+,Low Engagement,45.70918367346939
2234,38,Male,Florida,Clothing,Monthly,No,Credit Card,31,48,4.5,No,No,Summer,36-45,Loyal — No Deals,54.213010204081634
2235,35,Male,New Hampshire,Footwear,Weekly,No,Cash,66,26,4.0,No,No,Winter,26-35,Loyal — No Deals,58.68112244897959
2236,40,Male,Illinois,Clothing,Annually,No,Credit Card,82,44,4.5,No,No,Spring,36-45,Loyal — No Deals,57.701530612244895
2237,23,Male,Louisiana,Clothing,Bi-Weekly,No,Debit Card,88,18,2.7,No,No,Winter,18-25,Loyal — No Deals,47.858163265306125
2238,45,Male,Alabama,Footwear,Quarterly,No,Venmo,34,31,3.8,No,No,Summer,36-45,Loyal — No Deals,35.54234693877551
2239,40,Male,Florida,Footwear,Weekly,No,Debit Card,84,18,3.8,No,No,Winter,36-45,Loyal — No Deals,58.208163265306126
2240,42,Male,Alabama,Accessories,Quarterly,No,Credit Card,96,41,3.8,No,No,Summer,36-45,Loyal — No Deals,61.039795918367346
2241,57,Male,California,Footwear,Quarterly,No,Debit Card,71,18,4.3,No,No,Winter,55+,Loyal — No Deals,42.14566326530612
2242,18,Male,Maryland,Outerwear,Bi-Weekly,No,Bank Transfer,77,3,3.5,No,No,Summer,,Low Engagement,40.036989795918366
2243,18,Male,Nevada,Clothing,Bi-Weekly,No,Credit Card,66,5,3.8,No,No,Spring,,Low Engagement,39.623979591836736
2244,56,Male,Massachusetts,Clothing,Annually,No,Debit Card,21,13,3.7,No,No,Winter,55+,Low Engagement,14.859438775510206
2245,35,Male,South Carolina,Clothing,Annually,No,PayPal,37,22,4.8,No,No,Summer,26-35,Loyal — No Deals,31.96964285714285
2246,49,Male,Delaware,Clothing,Bi-Weekly,No,PayPal,90,45,4.9,No,No,Fall,46-55,Loyal — No Deals,78.21377551020409
2247,49,Male,Hawaii,Outerwear,Quarterly,No,PayPal,96,39,4.3,No,No,Fall,46-55,Loyal — No Deals,62.81530612244897
2248,34,Male,Florida,Accessories,Annually,No,Venmo,37,18,4.4,No,No,Summer,26-35,Loyal — No Deals,27.120663265306128
2249,63,Male,Rhode Island,Clothing,Bi-Weekly,No,PayPal,66,19,3.4,No,No,Winter,55+,Loyal — No Deals,45.79540816326531
2250,42,Male,Wyoming,Accessories,Weekly,No,Debit Card,45,29,4.3,No,No,Spring,36-45,Loyal — No Deals,55.755357142857136
2251,41,Male,Colorado,Footwear,Weekly,No,Credit Card,89,19,4.6,No,No,Summer,36-45,Loyal — No Deals,65.1829081632653
2252,26,Male,Virginia,Footwear,Monthly,No,Debit Card,94,22,3.8,No,No,Fall,26-35,Loyal — No Deals,53.78214285714286
2253,48,Male,Nebraska,Footwear,Annually,No,Bank Transfer,96,21,3.9,No,No,Summer,46-55,Loyal — No Deals,44.39489795918367
2254,62,Male,Oklahoma,Clothing,Monthly,No,PayPal,31,22,2.6,No,No,Spring,55+,Loyal — No Deals,26.894642857142856
2255,24,Male,North Dakota,Accessories,Quarterly,No,PayPal,79,44,4.2,No,No,Winter,18-25,Loyal — No Deals,59.9640306122449
2256,48,Male,Michigan,Outerwear,Quarterly,No,Bank Transfer,39,42,4.6,No,No,Spring,46-55,Loyal — No Deals,48.63954081632653
2257,31,Male,California,Clothing,Quarterly,No,Credit Card,22,33,5.0,No,No,Fall,26-35,Loyal — No Deals,40.21683673469387
2258,41,Male,Tennessee,Clothing,Annually,No,Bank Transfer,32,6,4.2,No,No,Fall,36-45,Low Engagement,17.01122448979592
2259,24,Male,Ohio,Clothing,Quarterly,No,Credit Card,71,44,4.3,No,No,Winter,18-25,Loyal — No Deals,58.06403061224489
2260,60,Male,Florida,Clothing,Annually,No,Cash,96,24,3.3,No,No,Spring,55+,Loyal — No Deals,42.63163265306123
2261,38,Male,Missouri,Accessories,Quarterly,No,PayPal,82,16,4.9,No,No,Fall,36-45,Loyal — No Deals,47.95867346938776
2262,58,Male,South Carolina,Accessories,Bi-Weekly,No,Bank Transfer,76,12,4.4,No,No,Spring,55+,Low Engagement,50.63469387755103
2263,53,Male,Arizona,Accessories,Monthly,No,PayPal,22,50,3.1,No,No,Winter,46-55,Loyal — No Deals,44.225
2264,44,Male,Indiana,Accessories,Quarterly,No,Cash,40,42,3.5,No,No,Winter,36-45,Loyal — No Deals,42.35204081632653
2265,51,Male,North Dakota,Accessories,Monthly,No,PayPal,92,50,3.9,No,No,Summer,46-55,Loyal — No Deals,70.9
2266,36,Male,Montana,Outerwear,Quarterly,No,PayPal,94,10,3.9,No,No,Fall,36-45,Low Engagement,42.03520408163265
2267,20,Male,Missouri,Clothing,Weekly,No,Debit Card,44,32,4.3,No,No,Fall,18-25,Loyal — No Deals,57.27959183673469
2268,32,Male,Kentucky,Accessories,Weekly,No,Venmo,49,37,3.8,No,No,Spring,26-35,Loyal — No Deals,58.903316326530614
2269,66,Male,Georgia,Clothing,Monthly,No,Bank Transfer,26,15,2.7,No,No,Spring,55+,Loyal — No Deals,21.646428571428572
2270,49,Male,Kentucky,Clothing,Annually,No,Credit Card,38,27,4.4,No,No,Fall,46-55,Loyal — No Deals,32.94336734693878
2271,27,Male,Georgia,Clothing,Weekly,No,Venmo,72,7,3.5,No,No,Spring,26-35,Low Engagement,45.923469387755105
2272,29,Male,Alaska,Clothing,Quarterly,No,PayPal,99,49,3.4,No,No,Summer,26-35,Loyal — No Deals,64.47525510204082
2273,29,Male,Maine,Outerwear,Monthly,No,PayPal,38,44,4.0,No,No,Spring,26-35,Loyal — No Deals,50.951530612244895
2274,55,Male,New Mexico,Outerwear,Bi-Weekly,No,PayPal,96,13,4.8,No,No,Winter,46-55,Low Engagement,59.89693877551021
2275,57,Male,New York,Clothing,Bi-Weekly,No,PayPal,27,38,4.5,No,No,Spring,55+,Loyal — No Deals,51.84056122448979
2276,29,Male,Oklahoma,Clothing,Weekly,No,Debit Card,24,10,4.4,No,No,Winter,26-35,Low Engagement,38.160204081632656
2277,31,Male,Wyoming,Clothing,Weekly,No,Debit Card,82,25,4.1,No,No,Summer,26-35,Loyal — No Deals,63.668877551020415
2278,25,Male,Alabama,Accessories,Quarterly,No,Credit Card,56,18,4.6,No,No,Summer,18-25,Loyal — No Deals,39.25816326530612
2279,61,Male,Maryland,Accessories,Quarterly,No,Cash,25,6,3.8,No,No,Fall,55+,Low Engagement,17.42372448979592
2280,53,Male,West Virginia,Footwear,Quarterly,No,Bank Transfer,67,35,2.9,No,No,Spring,46-55,Loyal — No Deals,42.90382653061224
2281,22,Male,Kentucky,Footwear,Bi-Weekly,No,Credit Card,21,31,2.8,No,No,Summer,18-25,Loyal — No Deals,35.47984693877551
2282,28,Male,Kansas,Clothing,Annually,No,Bank Transfer,27,41,3.0,No,No,Summer,26-35,Loyal — No Deals,29.67729591836735
2283,18,Male,Idaho,Footwear,Annually,No,Credit Card,97,8,4.2,No,No,Fall,,Low Engagement,38.548214285714295
2284,44,Male,Ohio,Accessories,Bi-Weekly,No,Credit Card,45,34,4.1,No,No,Winter,36-45,Loyal — No Deals,52.61658163265305
2285,32,Male,Iowa,Clothing,Annually,No,Venmo,63,20,4.1,No,No,Fall,26-35,Loyal — No Deals,34.67015306122448
2286,34,Male,Michigan,Accessories,Quarterly,No,PayPal,100,38,4.6,No,No,Summer,26-35,Loyal — No Deals,65.25306122448978
2287,67,Male,South Dakota,Clothing,Quarterly,No,Venmo,38,35,2.5,No,No,Spring,55+,Loyal — No Deals,31.44132653061224
2288,66,Male,Nebraska,Clothing,Annually,No,Debit Card,45,6,3.0,No,No,Summer,55+,Low Engagement,13.873724489795922
2289,28,Male,California,Accessories,Weekly,No,PayPal,91,50,3.8,No,No,Fall,26-35,Loyal — No Deals,79.9875
2290,70,Male,Nevada,Clothing,Weekly,No,Venmo,82,47,4.1,No,No,Fall,55+,Loyal — No Deals,77.13826530612245
2291,37,Male,Kansas,Footwear,Quarterly,No,PayPal,48,23,3.3,No,No,Winter,36-45,Loyal — No Deals,32.019387755102045
2292,28,Male,Ohio,Outerwear,Quarterly,No,Credit Card,30,13,5.0,No,No,Spring,26-35,Low Engagement,30.471938775510203
2293,43,Male,Vermont,Clothing,Monthly,No,Debit Card,34,31,3.8,No,No,Spring,36-45,Loyal — No Deals,40.54234693877551
2294,37,Male,Georgia,Clothing,Quarterly,No,Debit Card,68,16,3.3,No,No,Fall,36-45,Loyal — No Deals,33.98367346938775
2295,54,Male,Maryland,Accessories,Annually,No,Debit Card,95,40,5.0,No,No,Winter,46-55,Loyal — No Deals,62.31505102040816
2296,50,Male,Connecticut,Accessories,Quarterly,No,PayPal,22,45,2.9,No,No,Spring,46-55,Loyal — No Deals,34.96377551020408
2297,46,Male,Washington,Accessories,Quarterly,No,Venmo,88,50,2.5,No,No,Fall,46-55,Loyal — No Deals,56.25
2298,60,Male,California,Clothing,Quarterly,No,Bank Transfer,83,1,4.7,No,No,Summer,55+,Low Engagement,37.8875
2299,40,Male,Montana,Accessories,Quarterly,No,Cash,87,10,2.9,No,No,Spring,36-45,Low Engagement,33.847704081632656
2300,64,Male,Idaho,Outerwear,Quarterly,No,Credit Card,57,48,3.7,No,No,Summer,55+,Loyal — No Deals,52.53801020408163
2301,18,Male,Pennsylvania,Outerwear,Monthly,No,Credit Card,88,38,4.4,No,No,Summer,,Loyal — No Deals,65.3030612244898
2302,37,Male,Maine,Clothing,Annually,No,Debit Card,20,21,2.9,No,No,Winter,36-45,Loyal — No Deals,14.644897959183671
2303,36,Male,Montana,Accessories,Monthly,No,Venmo,39,38,3.6,No,No,Summer,36-45,Loyal — No Deals,45.19056122448979
2304,51,Male,New Jersey,Accessories,Bi-Weekly,No,Credit Card,71,31,4.8,No,No,Spring,46-55,Loyal — No Deals,63.10484693877551
2305,26,Male,Louisiana,Clothing,Bi-Weekly,No,Debit Card,73,9,4.7,No,No,Winter,26-35,Low Engagement,49.660459183673474
2306,68,Male,Maine,Accessories,Weekly,No,Cash,63,47,2.6,No,No,Summer,55+,Loyal — No Deals,62.20076530612245
2307,27,Male,Florida,Accessories,Bi-Weekly,No,Cash,78,8,3.4,No,No,Winter,26-35,Low Engagement,42.81071428571429
2308,28,Male,Missouri,Clothing,Annually,No,Debit Card,96,30,3.5,No,No,Fall,26-35,Loyal — No Deals,47.505102040816325
2309,49,Male,North Dakota,Accessories,Quarterly,No,Bank Transfer,81,22,3.4,No,No,Winter,46-55,Loyal — No Deals,42.31964285714285
2310,70,Male,Connecticut,Clothing,Quarterly,No,Bank Transfer,95,3,5.0,No,No,Fall,55+,Low Engagement,44.661989795918366
2311,30,Male,Virginia,Accessories,Monthly,No,PayPal,68,15,4.6,No,No,Spring,26-35,Loyal — No Deals,46.171428571428564
2312,27,Male,Montana,Footwear,Quarterly,No,Bank Transfer,28,10,4.8,No,No,Spring,26-35,Low Engagement,26.810204081632655
2313,19,Male,Vermont,Clothing,Quarterly,No,Cash,30,19,3.7,No,No,Summer,18-25,Loyal — No Deals,26.345408163265308
2314,64,Male,Georgia,Clothing,Bi-Weekly,No,Bank Transfer,31,36,4.7,No,No,Summer,55+,Loyal — No Deals,53.06607142857143
2315,42,Male,Virginia,Accessories,Quarterly,No,Bank Transfer,95,12,4.4,No,No,Winter,36-45,Low Engagement,46.57219387755103
2316,69,Male,Vermont,Clothing,Quarterly,No,Debit Card,79,49,3.5,No,No,Winter,55+,Loyal — No Deals,58.82525510204081
2317,28,Male,Montana,Footwear,Annually,No,Debit Card,39,7,3.8,No,No,Winter,26-35,Low Engagement,17.410969387755102
2318,47,Male,New Jersey,Outerwear,Monthly,No,Bank Transfer,34,28,4.7,No,No,Summer,46-55,Loyal — No Deals,44.10561224489796
2319,69,Male,Wyoming,Clothing,Annually,No,Credit Card,28,30,3.1,No,No,Spring,55+,Loyal — No Deals,23.855102040816327
2320,56,Male,Maine,Footwear,Monthly,No,PayPal,38,29,5.0,No,No,Winter,55+,Loyal — No Deals,47.76785714285714
2321,28,Male,New Mexico,Footwear,Quarterly,No,Debit Card,55,9,3.7,No,No,Spring,26-35,Low Engagement,28.03545918367347
2322,50,Male,Colorado,Footwear,Bi-Weekly,No,Debit Card,31,27,3.0,No,No,Winter,46-55,Loyal — No Deals,37.35586734693877
2323,39,Male,Connecticut,Outerwear,Bi-Weekly,No,Venmo,84,21,4.5,No,No,Spring,36-45,Loyal — No Deals,59.244897959183675
2324,35,Male,Maryland,Accessories,Monthly,No,Credit Card,93,36,4.7,No,No,Winter,26-35,Loyal — No Deals,67.44107142857143
2325,59,Male,Oregon,Outerwear,Annually,No,Debit Card,28,19,3.5,No,No,Winter,55+,Loyal — No Deals,19.52040816326531
2326,44,Male,New York,Footwear,Weekly,No,Cash,55,47,4.4,No,No,Summer,36-45,Loyal — No Deals,70.50076530612245
2327,66,Male,Oklahoma,Clothing,Annually,No,Bank Transfer,63,38,2.6,No,No,Winter,55+,Loyal — No Deals,36.6905612244898
2328,20,Male,Alabama,Clothing,Bi-Weekly,No,Venmo,94,22,4.2,No,No,Winter,18-25,Loyal — No Deals,61.18214285714286
2329,45,Male,North Dakota,Clothing,Bi-Weekly,No,Venmo,36,29,2.6,No,No,Fall,36-45,Loyal — No Deals,37.74285714285714
